,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
673,"['subtly', 'charming', 'introvert', 'twitter', 'advocate', 'extreme', 'tv', 'aficionado', 'infuriatingly', 'humble', 'coffee', 'practitioner']",3,0,3,3,1,4,6,"[('advocate', 'extreme'), ('aficionado', 'infuriatingly'), ('charming', 'introvert'), ('coffee', 'practitioner'), ('extreme', 'tv'), ('humble', 'coffee'), ('infuriatingly', 'humble'), ('introvert', 'twitter'), ('subtly', 'charming'), ('tv', 'aficionado'), ('twitter', 'advocate')]"
674,"['typical', 'analyst', 'extreme', 'problem', 'solver', 'friendly', 'student', 'beer', 'junkie', 'hardcore', 'web', 'specialist']",0,8,9,1,9,3,9,"[('analyst', 'extreme'), ('beer', 'junkie'), ('extreme', 'problem'), ('friendly', 'student'), ('hardcore', 'web'), ('junkie', 'hardcore'), ('problem', 'solver'), ('solver', 'friendly'), ('student', 'beer'), ('typical', 'analyst'), ('web', 'specialist')]"
675,"['amateur', 'troublemaker', 'freelance', 'pop', 'culture', 'practitioner', 'music', 'evangelist', 'travel', 'guru', 'infuriatingly', 'humble', 'alcohol', 'junkie']",9,3,4,5,4,9,9,"[('alcohol', 'junkie'), ('amateur', 'troublemaker'), ('culture', 'practitioner'), ('evangelist', 'travel'), ('freelance', 'pop'), ('guru', 'infuriatingly'), ('humble', 'alcohol'), ('infuriatingly', 'humble'), ('music', 'evangelist'), ('pop', 'culture'), ('practitioner', 'music'), ('travel', 'guru'), ('troublemaker', 'freelance')]"
676,"['internet', 'fanatic', 'explorer', 'web', 'aficionado', 'award-winning', 'communicator', 'writer', 'total', 'organizer']",5,6,0,3,1,8,5,"[('aficionado', 'award-winning'), ('award-winning', 'communicator'), ('communicator', 'writer'), ('explorer', 'web'), ('fanatic', 'explorer'), ('internet', 'fanatic'), ('total', 'organizer'), ('web', 'aficionado'), ('writer', 'total')]"
677,"['infuriatingly', 'humble', 'explorer', 'total', 'gamer', 'devoted', 'social', 'medium', 'geek', 'typical', 'internetaholic']",3,0,4,6,3,2,7,"[('devoted', 'social'), ('explorer', 'total'), ('gamer', 'devoted'), ('geek', 'typical'), ('humble', 'explorer'), ('infuriatingly', 'humble'), ('medium', 'geek'), ('social', 'medium'), ('total', 'gamer'), ('typical', 'internetaholic')]"
678,"['coffee', 'nerd', 'extreme', 'entrepreneur', 'twitter', 'lover', 'subtly', 'charming', 'travel', 'buff']",3,2,2,2,6,3,9,"[('charming', 'travel'), ('coffee', 'nerd'), ('entrepreneur', 'twitter'), ('extreme', 'entrepreneur'), ('lover', 'subtly'), ('nerd', 'extreme'), ('subtly', 'charming'), ('travel', 'buff'), ('twitter', 'lover')]"
679,"['student', 'bacon', 'advocate', 'beer', 'maven', 'freelance', 'tv', 'fanatic', 'alcohol', 'trailblazer', 'food', 'fanatic']",6,6,2,3,3,4,2,"[('advocate', 'beer'), ('alcohol', 'trailblazer'), ('bacon', 'advocate'), ('beer', 'maven'), ('freelance', 'tv'), ('maven', 'freelance'), ('student', 'bacon'), ('trailblazer', 'food'), ('fanatic', 'alcohol'), ('food', 'fanatic'), ('tv', 'fanatic')]"
680,"['amateur', 'food', 'maven', 'communicator', 'social', 'medium', 'fanatic', 'introvert', 'organizer', 'bacon', 'expert']",2,5,8,4,7,2,5,"[('amateur', 'food'), ('bacon', 'expert'), ('communicator', 'social'), ('fanatic', 'introvert'), ('food', 'maven'), ('introvert', 'organizer'), ('maven', 'communicator'), ('medium', 'fanatic'), ('organizer', 'bacon'), ('social', 'medium')]"
681,"['gamer', 'passionate', 'entrepreneur', 'zombie', 'aficionado', 'tv', 'buff', 'internetaholic', 'coffee', 'evangelist']",4,2,0,1,1,6,1,"[('aficionado', 'tv'), ('buff', 'internetaholic'), ('coffee', 'evangelist'), ('entrepreneur', 'zombie'), ('gamer', 'passionate'), ('internetaholic', 'coffee'), ('passionate', 'entrepreneur'), ('tv', 'buff'), ('zombie', 'aficionado')]"
682,"['problem', 'solver', 'certified', 'creator', 'music', 'guru', 'passionate', 'beeraholic']",0,5,9,7,4,3,8,"[('certified', 'creator'), ('creator', 'music'), ('guru', 'passionate'), ('music', 'guru'), ('passionate', 'beeraholic'), ('problem', 'solver'), ('solver', 'certified')]"
683,"['bacon', 'geek', 'twitter', 'enthusiast', 'communicator', 'social', 'medium', 'scholar', 'avid', 'web', 'lover', 'tv', 'practitioner', 'zombie', 'junkie']",0,7,0,7,3,4,8,"[('avid', 'web'), ('bacon', 'geek'), ('communicator', 'social'), ('enthusiast', 'communicator'), ('geek', 'twitter'), ('lover', 'tv'), ('medium', 'scholar'), ('practitioner', 'zombie'), ('scholar', 'avid'), ('social', 'medium'), ('tv', 'practitioner'), ('twitter', 'enthusiast'), ('web', 'lover'), ('zombie', 'junkie')]"
684,"['amateur', 'social', 'medium', 'nerd', 'wannabe', 'web', 'evangelist', 'unable', 'type', 'boxing', 'glove', 'coffee', 'fanatic', 'certified', 'student']",5,0,9,9,4,1,1,"[('amateur', 'social'), ('boxing', 'glove'), ('certified', 'student'), ('coffee', 'fanatic'), ('evangelist', 'unable'), ('fanatic', 'certified'), ('glove', 'coffee'), ('medium', 'nerd'), ('nerd', 'wannabe'), ('social', 'medium'), ('type', 'boxing'), ('unable', 'type'), ('wannabe', 'web'), ('web', 'evangelist')]"
685,"['total', 'reader', 'unapologetic', 'twitter', 'buff', 'freelance', 'travel', 'evangelist', 'lifelong', 'internet', 'fan']",3,7,9,0,1,0,6,"[('buff', 'freelance'), ('evangelist', 'lifelong'), ('freelance', 'travel'), ('internet', 'fan'), ('lifelong', 'internet'), ('reader', 'unapologetic'), ('total', 'reader'), ('travel', 'evangelist'), ('twitter', 'buff'), ('unapologetic', 'twitter')]"
686,"['alcohol', 'buff', 'hipster-friendly', 'problem', 'solver', 'general', 'food', 'specialist', 'evil', 'twitter', 'evangelist']",9,4,4,4,9,4,7,"[('alcohol', 'buff'), ('buff', 'hipster-friendly'), ('evil', 'twitter'), ('food', 'specialist'), ('general', 'food'), ('hipster-friendly', 'problem'), ('problem', 'solver'), ('solver', 'general'), ('specialist', 'evil'), ('twitter', 'evangelist')]"
687,"['internet', 'enthusiast', 'music', 'advocate', 'devoted', 'travel', 'fanatic', 'hipster-friendly', 'pop', 'culture', 'ninja']",6,5,9,6,3,8,8,"[('advocate', 'devoted'), ('culture', 'ninja'), ('devoted', 'travel'), ('enthusiast', 'music'), ('fanatic', 'hipster-friendly'), ('hipster-friendly', 'pop'), ('internet', 'enthusiast'), ('music', 'advocate'), ('pop', 'culture'), ('travel', 'fanatic')]"
688,"['certified', 'music', 'trailblazer', 'unapologetic', 'thinker', 'professional', 'problem', 'solver', 'alcohol', 'advocate', 'award-winning', 'gamer', 'bacon', 'expert']",1,8,1,9,4,8,8,"[('advocate', 'award-winning'), ('alcohol', 'advocate'), ('award-winning', 'gamer'), ('bacon', 'expert'), ('certified', 'music'), ('gamer', 'bacon'), ('music', 'trailblazer'), ('problem', 'solver'), ('professional', 'problem'), ('solver', 'alcohol'), ('thinker', 'professional'), ('trailblazer', 'unapologetic'), ('unapologetic', 'thinker')]"
689,"['typical', 'entrepreneur', 'fall', 'lot', 'beer', 'scholar', 'food', 'practitioner', 'tv', 'guru', 'future', 'teen', 'idol']",5,4,6,9,2,7,1,"[('beer', 'scholar'), ('entrepreneur', 'fall'), ('fall', 'lot'), ('food', 'practitioner'), ('future', 'teen'), ('guru', 'future'), ('lot', 'beer'), ('practitioner', 'tv'), ('scholar', 'food'), ('teen', 'idol'), ('tv', 'guru'), ('typical', 'entrepreneur')]"
690,"['certified', 'beer', 'aficionado', 'web', 'nerd', 'amateur', 'alcohol', 'geek', 'hardcore', 'communicator', 'unapologetic', 'organizer']",4,8,5,8,9,0,9,"[('aficionado', 'web'), ('alcohol', 'geek'), ('amateur', 'alcohol'), ('beer', 'aficionado'), ('certified', 'beer'), ('communicator', 'unapologetic'), ('geek', 'hardcore'), ('hardcore', 'communicator'), ('nerd', 'amateur'), ('unapologetic', 'organizer'), ('web', 'nerd')]"
691,"['food', 'lover', 'unapologetic', 'alcohol', 'guru', 'passionate', 'internet', 'geek', 'hardcore', 'analyst', 'gamer']",2,0,4,2,2,5,1,"[('alcohol', 'guru'), ('analyst', 'gamer'), ('food', 'lover'), ('geek', 'hardcore'), ('guru', 'passionate'), ('hardcore', 'analyst'), ('internet', 'geek'), ('lover', 'unapologetic'), ('passionate', 'internet'), ('unapologetic', 'alcohol')]"
692,"['food', 'maven', 'internet', 'specialist', 'hipster-friendly', 'tv', 'advocate', 'future', 'teen', 'idol', 'beer', 'fanatic']",6,7,8,3,3,8,5,"[('advocate', 'future'), ('beer', 'fanatic'), ('food', 'maven'), ('future', 'teen'), ('hipster-friendly', 'tv'), ('idol', 'beer'), ('internet', 'specialist'), ('maven', 'internet'), ('specialist', 'hipster-friendly'), ('teen', 'idol'), ('tv', 'advocate')]"
693,"['general', 'communicator', 'creator', 'hipster-friendly', 'gamer', 'unapologetic', 'internet', 'guru', 'coffee', 'evangelist']",6,4,8,7,4,8,8,"[('coffee', 'evangelist'), ('communicator', 'creator'), ('creator', 'hipster-friendly'), ('gamer', 'unapologetic'), ('general', 'communicator'), ('guru', 'coffee'), ('hipster-friendly', 'gamer'), ('internet', 'guru'), ('unapologetic', 'internet')]"
694,"['twitter', 'buff', 'hipster-friendly', 'zombie', 'specialist', 'travel', 'practitioner', 'hardcore', 'entrepreneur', 'alcohol', 'enthusiast', 'writer', 'general', 'creator']",6,0,4,1,0,7,4,"[('alcohol', 'enthusiast'), ('buff', 'hipster-friendly'), ('enthusiast', 'writer'), ('entrepreneur', 'alcohol'), ('general', 'creator'), ('hardcore', 'entrepreneur'), ('hipster-friendly', 'zombie'), ('practitioner', 'hardcore'), ('specialist', 'travel'), ('travel', 'practitioner'), ('twitter', 'buff'), ('writer', 'general'), ('zombie', 'specialist')]"
695,"['pop', 'culture', 'practitioner', 'general', 'beer', 'junkie', 'passionate', 'bacon', 'fanatic', 'food', 'evangelist']",6,1,7,7,5,5,7,"[('bacon', 'fanatic'), ('beer', 'junkie'), ('culture', 'practitioner'), ('fanatic', 'food'), ('food', 'evangelist'), ('general', 'beer'), ('junkie', 'passionate'), ('passionate', 'bacon'), ('pop', 'culture'), ('practitioner', 'general')]"
696,"['incurable', 'beer', 'evangelist', 'foodaholic', 'hardcore', 'tv', 'trailblazer', 'unapologetic', 'music', 'ninja']",4,1,1,9,4,1,0,"[('beer', 'evangelist'), ('evangelist', 'foodaholic'), ('foodaholic', 'hardcore'), ('hardcore', 'tv'), ('incurable', 'beer'), ('music', 'ninja'), ('trailblazer', 'unapologetic'), ('tv', 'trailblazer'), ('unapologetic', 'music')]"
697,"['pop', 'culture', 'practitioner', 'travel', 'junkie', 'wannabe', 'food', 'maven', 'web', 'nerd', 'tv', 'fanatic']",2,5,3,6,8,0,1,"[('culture', 'practitioner'), ('food', 'maven'), ('junkie', 'wannabe'), ('maven', 'web'), ('nerd', 'tv'), ('pop', 'culture'), ('practitioner', 'travel'), ('travel', 'junkie'), ('tv', 'fanatic'), ('wannabe', 'food'), ('web', 'nerd')]"
698,"['subtly', 'charming', 'communicator', 'explorer', 'amateur', 'food', 'nerd', 'alcohol', 'aficionado']",9,4,7,1,1,2,0,"[('alcohol', 'aficionado'), ('amateur', 'food'), ('charming', 'communicator'), ('communicator', 'explorer'), ('explorer', 'amateur'), ('food', 'nerd'), ('nerd', 'alcohol'), ('subtly', 'charming')]"
699,"['friendly', 'troublemaker', 'internet', 'enthusiast', 'organizer', 'beer', 'scholar', 'hipster-friendly', 'tv', 'buff']",3,7,0,3,8,1,5,"[('beer', 'scholar'), ('enthusiast', 'organizer'), ('friendly', 'troublemaker'), ('hipster-friendly', 'tv'), ('internet', 'enthusiast'), ('organizer', 'beer'), ('scholar', 'hipster-friendly'), ('troublemaker', 'internet'), ('tv', 'buff')]"
700,"['tv', 'lover', 'total', 'foodaholic', 'internet', 'evangelist', 'twitter', 'nerd', 'unapologetic', 'social', 'medium', 'geek']",1,1,3,8,0,1,8,"[('evangelist', 'twitter'), ('foodaholic', 'internet'), ('internet', 'evangelist'), ('lover', 'total'), ('medium', 'geek'), ('nerd', 'unapologetic'), ('social', 'medium'), ('total', 'foodaholic'), ('tv', 'lover'), ('twitter', 'nerd'), ('unapologetic', 'social')]"
701,"['amateur', 'problem', 'solver', 'beer', 'fan', 'social', 'medium', 'trailblazer', 'typical', 'coffee', 'aficionado', 'alcohol', 'specialist', 'analyst']",5,5,9,4,9,2,2,"[('aficionado', 'alcohol'), ('alcohol', 'specialist'), ('amateur', 'problem'), ('beer', 'fan'), ('coffee', 'aficionado'), ('fan', 'social'), ('medium', 'trailblazer'), ('problem', 'solver'), ('social', 'medium'), ('solver', 'beer'), ('specialist', 'analyst'), ('trailblazer', 'typical'), ('typical', 'coffee')]"
702,"['avid', 'travel', 'guru', 'certified', 'tv', 'fanatic', 'analyst', 'coffee', 'enthusiast', 'amateur', 'explorer', 'general', 'social', 'medium', 'aficionado']",1,5,3,3,5,0,7,"[('amateur', 'explorer'), ('analyst', 'coffee'), ('avid', 'travel'), ('certified', 'tv'), ('coffee', 'enthusiast'), ('enthusiast', 'amateur'), ('explorer', 'general'), ('fanatic', 'analyst'), ('general', 'social'), ('guru', 'certified'), ('medium', 'aficionado'), ('social', 'medium'), ('travel', 'guru'), ('tv', 'fanatic')]"
703,"['creator', 'evil', 'introvert', 'organizer', 'food', 'enthusiast', 'entrepreneur', 'amateur', 'bacon', 'buff', 'writer', 'social', 'medium', 'specialist']",8,5,4,0,1,7,9,"[('amateur', 'bacon'), ('bacon', 'buff'), ('buff', 'writer'), ('creator', 'evil'), ('enthusiast', 'entrepreneur'), ('entrepreneur', 'amateur'), ('evil', 'introvert'), ('food', 'enthusiast'), ('introvert', 'organizer'), ('medium', 'specialist'), ('organizer', 'food'), ('social', 'medium'), ('writer', 'social')]"
704,"['web', 'nerd', 'food', 'evangelist', 'award-winning', 'social', 'medium', 'lover', 'coffee', 'expert', 'typical', 'zombie', 'specialist', 'student']",7,0,4,3,3,8,8,"[('award-winning', 'social'), ('coffee', 'expert'), ('evangelist', 'award-winning'), ('expert', 'typical'), ('food', 'evangelist'), ('lover', 'coffee'), ('medium', 'lover'), ('nerd', 'food'), ('social', 'medium'), ('specialist', 'student'), ('typical', 'zombie'), ('web', 'nerd'), ('zombie', 'specialist')]"
705,"['pop', 'culture', 'practitioner', 'bacon', 'expert', 'explorer', 'tv', 'maven', 'wannabe', 'student', 'subtly', 'charming', 'social', 'medium', 'nerd']",1,9,1,2,1,2,0,"[('bacon', 'expert'), ('charming', 'social'), ('culture', 'practitioner'), ('expert', 'explorer'), ('explorer', 'tv'), ('maven', 'wannabe'), ('medium', 'nerd'), ('pop', 'culture'), ('practitioner', 'bacon'), ('social', 'medium'), ('student', 'subtly'), ('subtly', 'charming'), ('tv', 'maven'), ('wannabe', 'student')]"
706,"['avid', 'entrepreneur', 'future', 'teen', 'idol', 'music', 'ninja', 'award-winning', 'pop', 'culture', 'fanatic', 'web', 'advocate', 'communicator', 'proud', 'travel', 'aficionado']",7,4,5,6,3,9,0,"[('advocate', 'communicator'), ('avid', 'entrepreneur'), ('award-winning', 'pop'), ('communicator', 'proud'), ('culture', 'fanatic'), ('entrepreneur', 'future'), ('fanatic', 'web'), ('future', 'teen'), ('idol', 'music'), ('music', 'ninja'), ('ninja', 'award-winning'), ('pop', 'culture'), ('proud', 'travel'), ('teen', 'idol'), ('travel', 'aficionado'), ('web', 'advocate')]"
707,"['freelance', 'problem', 'solver', 'tv', 'guru', 'web', 'fanatic', 'hardcore', 'pop', 'culture', 'lover', 'general', 'organizer', 'passionate', 'zombie', 'geek']",6,0,6,2,5,0,8,"[('culture', 'lover'), ('fanatic', 'hardcore'), ('freelance', 'problem'), ('general', 'organizer'), ('guru', 'web'), ('hardcore', 'pop'), ('lover', 'general'), ('organizer', 'passionate'), ('passionate', 'zombie'), ('pop', 'culture'), ('problem', 'solver'), ('solver', 'tv'), ('tv', 'guru'), ('web', 'fanatic'), ('zombie', 'geek')]"
708,"['hipster-friendly', 'travel', 'advocate', 'bacon', 'nerd', 'certified', 'coffeeaholic', 'award-winning', 'explorer']",9,6,6,2,1,8,4,"[('advocate', 'bacon'), ('award-winning', 'explorer'), ('bacon', 'nerd'), ('certified', 'coffeeaholic'), ('coffeeaholic', 'award-winning'), ('hipster-friendly', 'travel'), ('nerd', 'certified'), ('travel', 'advocate')]"
709,"['food', 'scholar', 'web', 'evangelist', 'internet', 'enthusiast', 'award-winning', 'bacon', 'expert', 'coffee', 'maven', 'creator']",2,1,4,8,7,0,2,"[('award-winning', 'bacon'), ('bacon', 'expert'), ('coffee', 'maven'), ('enthusiast', 'award-winning'), ('evangelist', 'internet'), ('expert', 'coffee'), ('food', 'scholar'), ('internet', 'enthusiast'), ('maven', 'creator'), ('scholar', 'web'), ('web', 'evangelist')]"
710,"['friendly', 'twitter', 'enthusiast', 'freelance', 'musicaholic', 'creator', 'beer', 'guru', 'incurable', 'travel', 'fanatic']",0,7,7,9,7,5,1,"[('beer', 'guru'), ('creator', 'beer'), ('enthusiast', 'freelance'), ('freelance', 'musicaholic'), ('friendly', 'twitter'), ('guru', 'incurable'), ('incurable', 'travel'), ('musicaholic', 'creator'), ('travel', 'fanatic'), ('twitter', 'enthusiast')]"
711,"['total', 'writer', 'lifelong', 'food', 'junkie', 'music', 'scholar', 'unapologetic', 'alcohol', 'fanatic', 'communicator', 'friendly', 'social', 'medium', 'advocate', 'hipster-friendly', 'tv', 'buff']",6,3,7,0,5,7,1,"[('advocate', 'hipster-friendly'), ('alcohol', 'fanatic'), ('communicator', 'friendly'), ('fanatic', 'communicator'), ('food', 'junkie'), ('friendly', 'social'), ('hipster-friendly', 'tv'), ('junkie', 'music'), ('lifelong', 'food'), ('medium', 'advocate'), ('music', 'scholar'), ('scholar', 'unapologetic'), ('social', 'medium'), ('total', 'writer'), ('tv', 'buff'), ('unapologetic', 'alcohol'), ('writer', 'lifelong')]"
712,"['internet', 'practitioner', 'infuriatingly', 'humble', 'social', 'medium', 'evangelist', 'freelance', 'tv', 'nerd', 'reader']",3,5,8,7,1,6,0,"[('evangelist', 'freelance'), ('freelance', 'tv'), ('humble', 'social'), ('infuriatingly', 'humble'), ('internet', 'practitioner'), ('medium', 'evangelist'), ('nerd', 'reader'), ('practitioner', 'infuriatingly'), ('social', 'medium'), ('tv', 'nerd')]"
713,"['pop', 'culture', 'fan', 'hardcore', 'analyst', 'thinker', 'internet', 'enthusiast', 'entrepreneur', 'freelance', 'student']",3,8,1,3,0,8,8,"[('analyst', 'thinker'), ('culture', 'fan'), ('enthusiast', 'entrepreneur'), ('entrepreneur', 'freelance'), ('fan', 'hardcore'), ('freelance', 'student'), ('hardcore', 'analyst'), ('internet', 'enthusiast'), ('pop', 'culture'), ('thinker', 'internet')]"
714,"['web', 'fanatic', 'introvert', 'music', 'enthusiast', 'zombie', 'trailblazer', 'fall', 'lot', 'total', 'thinker']",9,1,9,2,5,5,6,"[('enthusiast', 'zombie'), ('fall', 'lot'), ('fanatic', 'introvert'), ('introvert', 'music'), ('lot', 'total'), ('music', 'enthusiast'), ('total', 'thinker'), ('trailblazer', 'fall'), ('web', 'fanatic'), ('zombie', 'trailblazer')]"
715,"['friendly', 'troublemaker', 'proud', 'pop', 'culture', 'geek', 'internet', 'advocate', 'alcoholaholic', 'freelance', 'explorer', 'coffee', 'fanatic']",2,4,5,3,9,2,3,"[('advocate', 'alcoholaholic'), ('alcoholaholic', 'freelance'), ('coffee', 'fanatic'), ('culture', 'geek'), ('explorer', 'coffee'), ('freelance', 'explorer'), ('friendly', 'troublemaker'), ('geek', 'internet'), ('internet', 'advocate'), ('pop', 'culture'), ('proud', 'pop'), ('troublemaker', 'proud')]"
716,"['pop', 'culture', 'specialist', 'thinker', 'analyst', 'subtly', 'charming', 'coffee', 'scholar', 'travel', 'ninja']",7,3,6,7,2,0,5,"[('analyst', 'subtly'), ('charming', 'coffee'), ('coffee', 'scholar'), ('culture', 'specialist'), ('pop', 'culture'), ('scholar', 'travel'), ('specialist', 'thinker'), ('subtly', 'charming'), ('thinker', 'analyst'), ('travel', 'ninja')]"
717,"['freelance', 'writer', 'award-winning', 'beer', 'fanatic', 'passionate', 'reader', 'analyst', 'proud', 'tv', 'fan']",8,6,2,7,6,4,4,"[('analyst', 'proud'), ('award-winning', 'beer'), ('beer', 'fanatic'), ('fanatic', 'passionate'), ('freelance', 'writer'), ('passionate', 'reader'), ('proud', 'tv'), ('reader', 'analyst'), ('tv', 'fan'), ('writer', 'award-winning')]"
718,"['total', 'foodaholic', 'friendly', 'twitter', 'trailblazer', 'pop', 'culture', 'guru', 'evil', 'organizer', 'general', 'thinker']",3,2,3,5,2,0,7,"[('culture', 'guru'), ('evil', 'organizer'), ('foodaholic', 'friendly'), ('friendly', 'twitter'), ('general', 'thinker'), ('guru', 'evil'), ('organizer', 'general'), ('pop', 'culture'), ('total', 'foodaholic'), ('trailblazer', 'pop'), ('twitter', 'trailblazer')]"
